,area_type,location,society,total_sqft,bath,balcony,price,bed,price_per_sqft
1037,Super built-up  Area,others,other_society,1209,2.0,1.0,50.0,2,4135.6492969396195
1038,Built-up  Area,others,GrrvaGr,4200,5.0,2.0,225.0,5,5357.142857142857
1039,Plot  Area,others,GrrvaGr,1215,4.0,3.0,205.0,4,16872.427983539095
1040,Super built-up  Area,Panathur,other_society,1315,2.0,1.0,54.8,3,4167.300380228137
1041,Super built-up  Area,others,GrrvaGr,1800,3.0,3.0,90.0,3,5000.0
1042,Built-up  Area,others,GrrvaGr,1600,4.0,0.0,125.0,5,7812.5
1043,Super built-up  Area,TC Palaya,other_society,1600,2.0,2.0,65.0,3,4062.5
1044,Plot  Area,others,GrrvaGr,3968,5.0,2.0,900.0,6,22681.451612903227
1045,Super built-up  Area,others,other_society,1563,3.0,2.0,52.0,3,3326.935380678183
1046,Super built-up  Area,Whitefield,other_society,1560,2.0,2.0,72.0,3,4615.384615384615
1047,Super built-up  Area,Brookefield,other_society,2169,4.0,2.0,115.0,3,5301.982480405717
1048,Plot  Area,others,GrrvaGr,900,10.0,2.0,170.0,9,18888.88888888889
1049,Super built-up  Area,Rachenahalli,GrrvaGr,1050,2.0,2.0,55.5,2,5285.714285714285
1050,Super built-up  Area,Iblur Village,Emine P,3235,3.0,1.0,235.0,3,7264.296754250387
1051,Plot  Area,TC Palaya,GrrvaGr,1200,3.0,0.0,66.0,3,5500.0
1052,Super built-up  Area,HSR Layout,NRosete,1140,2.0,2.0,46.0,2,4035.0877192982457
1053,Plot  Area,7th Phase JP Nagar,GrrvaGr,1500,3.0,1.0,170.0,3,11333.333333333334
1054,Super built-up  Area,Horamavu Agara,GrrvaGr,1560,3.0,2.0,75.0,3,4807.692307692308
1055,Super built-up  Area,JP Nagar,other_society,1100,2.0,2.0,70.0,2,6363.636363636364
1056,Super built-up  Area,Kasavanhalli,GrrvaGr,1260,2.0,3.0,40.32,3,3200.0
1057,Super built-up  Area,Hebbal,Arcia S,1036,2.0,1.0,50.0,2,4826.254826254826
1058,Built-up  Area,Akshaya Nagar,DLhtsnd,1662,3.0,3.0,85.1,3,5120.336943441636
1059,Super built-up  Area,Yelachenahalli,other_society,1464,2.0,3.0,105.0,3,7172.131147540984
1060,Super built-up  Area,Yelahanka,other_society,1234,2.0,2.0,80.0,2,6482.982171799027
1061,Super built-up  Area,Sarjapur  Road,other_society,1403,3.0,1.0,55.0,3,3920.1710620099784
1062,Plot  Area,others,GrrvaGr,915,4.0,1.0,54.9,4,6000.0
1063,Plot  Area,2nd Stage Nagarbhavi,GrrvaGr,3000,8.0,3.0,451.0,6,15033.333333333334
1064,Super built-up  Area,Seegehalli,GrrvaGr,1150,2.0,2.0,42.9,3,3730.4347826086955
1065,Built-up  Area,Hebbal,other_society,3900,4.0,2.0,410.0,4,10512.820512820514
1066,Built-up  Area,Yeshwanthpur,GrrvaGr,850,4.0,2.0,90.0,5,10588.235294117647
1067,Super built-up  Area,Kanakapura,GrrvaGr,929,2.0,1.0,46.0,2,4951.560818083961
1068,Plot  Area,2nd Stage Nagarbhavi,GrrvaGr,2400,8.0,3.0,450.0,6,18750.0
1069,Plot  Area,TC Palaya,GrrvaGr,1350,2.0,1.0,75.0,3,5555.555555555556
1070,Super built-up  Area,Vasanthapura,GrrvaGr,1135,2.0,1.0,39.73,2,3500.440528634361
1071,Built-up  Area,others,other_society,1405,2.0,2.0,70.0,2,4982.20640569395
1072,Plot  Area,Whitefield,GrrvaGr,1200,2.0,1.0,45.84,2,3820.0
1073,Super built-up  Area,Haralur Road,SNnia E,2805,4.0,3.0,154.0,4,5490.196078431372
1074,Super built-up  Area,Yeshwanthpur,IBityin,1161,2.0,2.0,64.08,2,5519.37984496124
1075,Super built-up  Area,Kanakpura Road,other_society,1290,2.0,3.0,74.0,2,5736.434108527132
1076,Super built-up  Area,Yeshwanthpur,IBityin,2557,3.0,2.0,141.0,3,5514.274540477121
1077,Built-up  Area,others,other_society,1480,3.0,2.0,90.0,3,6081.081081081081
1078,Plot  Area,others,other_society,3300,14.0,2.0,500.0,9,15151.515151515152
1079,Super built-up  Area,Old Madras Road,SheldGr,1350,3.0,0.0,54.54,3,4040.0
1080,Super built-up  Area,Kadugodi,other_society,1580,2.0,2.0,65.0,3,4113.9240506329115
1081,Super built-up  Area,Banashankari,GrrvaGr,1470,2.0,1.0,88.64,3,6029.931972789115
1082,Super built-up  Area,Ananth Nagar,GrrvaGr,500,1.0,1.0,14.0,1,2800.0
1083,Super built-up  Area,Sarjapur  Road,PualeSk,1346,2.0,1.0,61.92,2,4600.297176820208
1084,Super built-up  Area,others,GrrvaGr,1600,3.0,3.0,90.0,3,5625.0
1085,Super built-up  Area,others,GrrvaGr,720,2.0,1.0,120.0,2,16666.666666666668
1086,Plot  Area,others,GrrvaGr,30,2.0,2.0,29.5,2,98333.33333333333
1087,Plot  Area,others,GrrvaGr,1200,4.0,0.0,135.0,4,11250.0
1088,Super built-up  Area,others,other_society,1200,2.0,2.0,35.0,2,2916.6666666666665
1089,Built-up  Area,Channasandra,other_society,1340,2.0,2.0,48.33,3,3606.716417910448
1090,Plot  Area,Devanahalli,other_society,6136,4.0,2.0,560.0,4,9126.466753585397
1091,Super built-up  Area,Jigani,DLhtsan,918,2.0,2.0,48.0,2,5228.75816993464
1092,Plot  Area,others,other_society,1500,3.0,2.0,115.0,3,7666.666666666667
1093,Super built-up  Area,Yelahanka,other_society,1315,2.0,2.0,85.0,2,6463.878326996198
1094,Plot  Area,others,GrrvaGr,2400,5.0,2.0,775.0,4,32291.666666666668
1095,Super built-up  Area,Uttarahalli,GrrvaGr,1390,2.0,2.0,62.55,3,4500.0
1096,Super built-up  Area,Uttarahalli,Aklia R,1330,2.0,1.0,56.0,3,4210.526315789473
1097,Built-up  Area,Jalahalli,other_society,3100,4.0,2.0,265.0,5,8548.387096774193
1098,Super built-up  Area,others,other_society,1824,3.0,3.0,125.0,3,6853.070175438596
1099,Super built-up  Area,7th Phase JP Nagar,Brnia G,1420,2.0,2.0,96.0,3,6760.56338028169
1100,Plot  Area,others,GrrvaGr,750,1.0,0.0,56.25,1,7500.0
1101,Super built-up  Area,Jalahalli East,ShshaSa,1260,2.0,1.0,60.0,3,4761.9047619047615
1102,Super built-up  Area,Hennur Road,other_society,1561,3.0,2.0,95.0,3,6085.842408712364
1103,Plot  Area,5th Phase JP Nagar,GrrvaGr,812,6.0,3.0,165.0,9,20320.197044334975
1104,Super built-up  Area,others,GrrvaGr,1060,2.0,2.0,42.0,2,3962.264150943396
1105,Plot  Area,Hoodi,GrrvaGr,1120,8.0,3.0,145.0,8,12946.42857142857
1106,Super built-up  Area,Haralur Road,SNnia E,1225,2.0,1.0,67.38,2,5500.408163265306
1107,Super built-up  Area,Thanisandra,Soitya,2144,3.0,2.0,135.0,3,6296.641791044776
1108,Plot  Area,Kengeri,GrrvaGr,1200,6.0,2.0,140.0,7,11666.666666666666
1109,Super built-up  Area,Electronic City,Itelaa,880,2.0,2.0,29.0,2,3295.4545454545455
1110,Super built-up  Area,Hoodi,GoAirej,1639,3.0,2.0,110.0,3,6711.4093959731545
1111,Built-up  Area,Thanisandra,Pronyt,1240,2.0,1.0,62.0,3,5000.0
1112,Super built-up  Area,Kanakpura Road,GrrvaGr,1500,2.0,2.0,69.0,2,4600.0
1113,Super built-up  Area,Haralur Road,RInceeg,1243,2.0,1.0,46.0,2,3700.7240547063557
1114,Super built-up  Area,Marathahalli,other_society,1575,3.0,2.0,78.0,3,4952.380952380952
1115,Super built-up  Area,Haralur Road,GrrvaGr,1027,2.0,2.0,44.0,2,4284.323271665044
1116,Super built-up  Area,Kambipura,Prrtht,1082,2.0,1.0,56.0,3,5175.6007393715345
1117,Super built-up  Area,Konanakunte,GrrvaGr,1637,3.0,3.0,73.0,3,4459.376908979842
1118,Super built-up  Area,Kanakpura Road,other_society,1665,3.0,2.0,86.58,3,5200.0
1119,Super built-up  Area,Electronic City,other_society,1265,2.0,0.0,56.93,2,4500.395256916996
1120,Super built-up  Area,Electronic City,other_society,1691,2.0,2.0,102.0,3,6031.933767001774
1121,Super built-up  Area,Thanisandra,SLaceda,1100,2.0,1.0,38.0,2,3454.5454545454545
1122,Built-up  Area,others,GrrvaGr,24,2.0,2.0,150.0,5,625000.0
1123,Plot  Area,others,GrrvaGr,1500,3.0,2.0,62.0,3,4133.333333333333
1124,Built-up  Area,Hosakerehalli,Taonte,3205,5.0,1.0,380.0,4,11856.474258970358
1125,Built-up  Area,Kammanahalli,GrrvaGr,1666,4.0,1.0,150.0,5,9003.60144057623
1126,Super built-up  Area,Choodasandra,GRhtiru,1115,2.0,2.0,50.0,2,4484.304932735426
1127,Super built-up  Area,Mysore Road,Brama P,1070,2.0,1.0,45.0,2,4205.607476635514
1128,Super built-up  Area,Indira Nagar,other_society,1128,2.0,2.0,105.0,2,9308.510638297872
1129,Super built-up  Area,Budigere,PrityTr,1162,2.0,1.0,57.0,2,4905.335628227194
1130,Super built-up  Area,others,other_society,1339,2.0,2.0,55.0,2,4107.542942494399
1131,Super built-up  Area,Mahadevpura,other_society,1192,2.0,2.0,75.0,2,6291.946308724832
1132,Super built-up  Area,Haralur Road,other_society,1920,3.0,1.0,115.0,3,5989.583333333333
1133,Super built-up  Area,Hennur,Shateor,1255,2.0,1.0,52.32,2,4168.924302788844
1134,Super built-up  Area,Rajaji Nagar,ProdsWe,1357,2.0,1.0,115.0,2,8474.57627118644
1135,Super built-up  Area,others,GrrvaGr,1600,3.0,2.0,75.0,3,4687.5
1136,Super built-up  Area,others,other_society,1225,2.0,2.0,55.11,2,4498.775510204082
1137,Plot  Area,Whitefield,other_society,2400,4.0,3.0,200.0,4,8333.333333333334
1138,Super built-up  Area,Kasturi Nagar,GrrvaGr,1570,3.0,3.0,80.0,3,5095.541401273886
1139,Super built-up  Area,Thanisandra,Bhmesy,1093,2.0,2.0,70.0,2,6404.391582799634
1140,Built-up  Area,Basaveshwara Nagar,other_society,1865,3.0,3.0,145.0,3,7774.798927613941
1141,Plot  Area,R.T. Nagar,GrrvaGr,1200,7.0,3.0,165.0,6,13750.0
1142,Super built-up  Area,Kaikondrahalli,other_society,1039,2.0,2.0,80.0,2,7699.711260827719
1143,Super built-up  Area,Vittasandra,Prlla C,1246,2.0,1.0,64.5,2,5176.565008025682
1144,Super built-up  Area,Whitefield,other_society,1985,3.0,2.0,75.0,3,3778.337531486146
1145,Super built-up  Area,Hosakerehalli,other_society,1590,3.0,3.0,49.0,3,3081.761006289308
1146,Plot  Area,others,other_society,4000,4.0,2.0,675.0,4,16875.0
1147,Super built-up  Area,Electronic City Phase II,other_society,775,2.0,2.0,38.0,2,4903.225806451613
1148,Super built-up  Area,others,other_society,1000,2.0,1.0,50.0,2,5000.0
1149,Super built-up  Area,Hebbal Kempapura,Goateds,1800,3.0,2.0,175.0,3,9722.222222222223
1150,Super built-up  Area,Bommasandra,SSestth,1035,2.0,1.0,41.0,2,3961.352657004831
1151,Super built-up  Area,Dasarahalli,other_society,1520,2.0,1.0,75.0,3,4934.210526315789
1152,Super built-up  Area,Whitefield,BrlisCo,1360,2.0,1.0,95.0,2,6985.294117647059
1153,Plot  Area,others,other_society,6000,5.0,3.0,400.0,4,6666.666666666667
1154,Super built-up  Area,Kodigehaali,other_society,1117,2.0,2.0,56.0,2,5013.428827215756
1155,Plot  Area,KR Puram,other_society,1200,4.0,3.0,120.0,4,10000.0
1156,Super built-up  Area,EPIP Zone,BrontLa,1330,2.0,1.0,92.5,2,6954.887218045113
1157,Super built-up  Area,Marathahalli,Prionad,1937,3.0,2.0,160.0,3,8260.196179659268
1158,Super built-up  Area,Electronic City,Prarkun,1128,2.0,1.0,65.49,2,5805.851063829787
1159,Super built-up  Area,Neeladri Nagar,other_society,1053,2.0,1.0,45.0,2,4273.504273504273
1160,Super built-up  Area,Panathur,Prcesvy,1198,2.0,1.0,77.0,2,6427.378964941569
1161,Super built-up  Area,Marathahalli,other_society,1152,2.0,1.0,56.0,2,4861.111111111111
1162,Super built-up  Area,1st Block Jayanagar,GrrvaGr,1200,6.0,2.0,125.0,6,10416.666666666666
1163,Super built-up  Area,Frazer Town,other_society,1625,2.0,1.0,75.0,2,4615.384615384615
1164,Super built-up  Area,Kundalahalli,Dieldli,1397,3.0,3.0,105.0,3,7516.1059413027915
1165,Super built-up  Area,Yeshwanthpur,other_society,1523,3.0,3.0,170.0,3,11162.179908076165
1166,Super built-up  Area,Kambipura,Prrtht,883,2.0,1.0,45.0,2,5096.262740656852
1167,Super built-up  Area,Kaggalipura,Baowsig,700,1.0,0.0,38.0,1,5428.571428571428
1168,Super built-up  Area,Yelahanka,other_society,1170,2.0,1.0,62.5,2,5341.880341880342
1169,Super built-up  Area,Kanakpura Road,other_society,1200,2.0,2.0,42.0,3,3500.0
1170,Built-up  Area,others,GrrvaGr,2400,3.0,2.0,170.0,3,7083.333333333333
1171,Super built-up  Area,others,GrrvaGr,1480,2.0,2.0,65.0,2,4391.891891891892
1172,Super built-up  Area,Akshaya Nagar,DLhtsnd,1897,3.0,2.0,120.0,3,6325.77754348972
1173,Super built-up  Area,Rachenahalli,GrrvaGr,996,2.0,1.0,67.0,2,6726.907630522089
1174,Super built-up  Area,Haralur Road,SNnia E,1875,3.0,2.0,110.0,3,5866.666666666667
1175,Super built-up  Area,others,GrrvaGr,1500,2.0,2.0,98.0,3,6533.333333333333
1176,Super built-up  Area,others,other_society,3095,3.0,3.0,350.0,3,11308.562197092084
1177,Super built-up  Area,Ambalipura,other_society,1390,2.0,1.0,175.0,3,12589.928057553956
1178,Super built-up  Area,Yelahanka,other_society,1445,3.0,0.0,65.255,3,4515.916955017301
1179,Super built-up  Area,Yelahanka,Prensya,697,1.0,0.0,45.0,1,6456.241032998565
1180,Built-up  Area,Sarjapur  Road,Shthi S,710,1.0,1.0,27.0,1,3802.8169014084506
1181,Carpet  Area,others,other_society,910,2.0,1.0,30.5,2,3351.6483516483518
1182,Built-up  Area,Sompura,other_society,1025,2.0,1.0,48.0,3,4682.926829268293
1183,Super built-up  Area,Magadi Road,Vrenty,884,2.0,0.0,46.5,2,5260.180995475113
1184,Plot  Area,Harlur,GrrvaGr,1200,4.0,2.0,244.0,4,20333.333333333332
1185,Super built-up  Area,Horamavu Agara,GrrvaGr,1453,2.0,1.0,46.48,3,3198.8988300068822
1186,Super built-up  Area,Sarjapur  Road,Adeatlm,3335,5.0,2.0,300.0,4,8995.502248875562
1187,Super built-up  Area,Thanisandra,other_society,850,2.0,0.0,36.435,2,4286.470588235294
1188,Super built-up  Area,Bellandur,GrrvaGr,1281,2.0,1.0,74.0,2,5776.736924277908
1189,Built-up  Area,Cooke Town,GrrvaGr,565,1.0,1.0,35.0,1,6194.690265486725
1190,Built-up  Area,Varthur,other_society,1024,2.0,2.0,42.0,2,4101.5625
1191,Built-up  Area,Electronic City,other_society,1620,3.0,2.0,62.0,3,3827.1604938271603
1192,Super built-up  Area,Whitefield,SSthamh,1254,2.0,2.0,40.0,2,3189.792663476874
1193,Built-up  Area,Banashankari,other_society,1300,2.0,2.0,75.0,3,5769.2307692307695
1194,Built-up  Area,Doddakallasandra,GrrvaGr,1233,2.0,2.0,43.0,2,3487.42903487429
1195,Plot  Area,others,GrrvaGr,1200,1.0,1.0,28.0,1,2333.3333333333335
1196,Super built-up  Area,Hosur Road,PuendWe,1510,2.0,1.0,105.0,3,6953.64238410596
1197,Super built-up  Area,Kaggalipura,Baowsig,950,2.0,1.0,65.0,2,6842.105263157895
1198,Super built-up  Area,Battarahalli,PaontWa,1945,3.0,2.0,97.42,3,5008.740359897172
1199,Super built-up  Area,Uttarahalli,other_society,1008,2.0,3.0,45.0,2,4464.285714285715
1200,Super built-up  Area,Thanisandra,Bhmesy,1265,2.0,1.0,79.0,3,6245.059288537549
1201,Super built-up  Area,Hebbal,Magiaya,1255,2.0,1.0,77.68,3,6189.641434262949
1202,Built-up  Area,Kanakpura Road,PrityFa,2689,6.0,2.0,220.0,4,8181.480104127929
1203,Built-up  Area,Yelenahalli,GrrvaGr,1200,2.0,2.0,46.17,2,3847.5
1204,Super built-up  Area,Sarjapur  Road,other_society,1403,3.0,3.0,51.63,3,3679.9714896650034
1205,Super built-up  Area,Kudlu Gate,other_society,1535,3.0,2.0,85.0,3,5537.459283387622
1206,Plot  Area,others,GrrvaGr,1500,3.0,3.0,100.0,3,6666.666666666667
1207,Super built-up  Area,Chamrajpet,other_society,1475,2.0,2.0,120.0,3,8135.593220338983
1208,Super built-up  Area,Uttarahalli,GrrvaGr,1390,2.0,2.0,60.47,3,4350.359712230216
1209,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1278,2.0,1.0,53.76,3,4206.572769953052
1210,Super built-up  Area,others,other_society,1133,2.0,2.0,55.0,2,4854.368932038835
1211,Plot  Area,others,GrrvaGr,1560,5.0,1.0,145.0,5,9294.871794871795
1212,Plot  Area,others,GrrvaGr,2900,5.0,2.0,90.0,5,3103.448275862069
1213,Super built-up  Area,Kogilu,GrrvaGr,1170,2.0,1.0,51.99,2,4443.589743589743
1214,Plot  Area,Sahakara Nagar,GrrvaGr,1200,3.0,3.0,200.0,3,16666.666666666668
1215,Super built-up  Area,Whitefield,Prtates,1697,3.0,2.0,94.79,3,5585.739540365351
1216,Super built-up  Area,Thanisandra,GrrvaGr,1651,3.0,3.0,97.38,3,5898.24348879467
1217,Super built-up  Area,others,other_society,1560,3.0,1.0,188.0,3,12051.28205128205
1218,Super built-up  Area,Hennur Road,Koagati,1192,2.0,1.0,60.0,3,5033.557046979866
1219,Built-up  Area,OMBR Layout,GrrvaGr,1078,2.0,3.0,65.0,2,6029.684601113173
1220,Plot  Area,Kumaraswami Layout,GrrvaGr,800,7.0,3.0,105.0,7,13125.0
1221,Super built-up  Area,Kasavanhalli,other_society,1349,2.0,2.0,78.0,2,5782.060785767235
1222,Plot  Area,Ulsoor,GrrvaGr,2300,8.0,1.0,210.0,9,9130.434782608696
1223,Super built-up  Area,7th Phase JP Nagar,Eladero,1680,3.0,2.0,120.0,3,7142.857142857143
1224,Super built-up  Area,Rayasandra,GrrvaGr,1314,2.0,2.0,63.0,3,4794.520547945205
1225,Super built-up  Area,Garudachar Palya,GrrvaGr,1060,2.0,1.0,48.7,2,4594.33962264151
1226,Built-up  Area,Kalyan nagar,other_society,820,2.0,0.0,39.0,2,4756.09756097561
1227,Plot  Area,Whitefield,other_society,5000,4.0,3.0,400.0,4,8000.0
1228,Super built-up  Area,BEML Layout,GrrvaGr,2000,3.0,2.0,85.0,3,4250.0
1229,Super built-up  Area,others,other_society,856,2.0,3.0,40.0,2,4672.897196261682
1230,Super built-up  Area,Rajaji Nagar,other_society,1621,4.0,0.0,130.0,3,8019.740900678594
1231,Plot  Area,ITPL,GrrvaGr,1200,3.0,1.0,68.4,3,5700.000000000001
1232,Super built-up  Area,Bannerghatta Road,other_society,1484,3.0,2.0,52.5,3,3537.735849056604
1233,Plot  Area,others,GrrvaGr,600,5.0,2.0,60.0,4,10000.0
1235,Super built-up  Area,Yelahanka New Town,KHatsFl,500,1.0,1.0,20.0,1,4000.0
1236,Super built-up  Area,others,GrrvaGr,485,1.0,1.0,15.0,1,3092.783505154639
1237,Super built-up  Area,7th Phase JP Nagar,GrrvaGr,1050,2.0,1.0,42.0,2,4000.0
1238,Super built-up  Area,Uttarahalli,GrrvaGr,1617,3.0,3.0,66.68,3,4123.685837971553
1239,Built-up  Area,Electronic City,Itelaa,550,1.0,1.0,16.0,2,2909.090909090909
1240,Built-up  Area,others,other_society,1384,3.0,2.0,62.28,3,4500.0
1241,Super built-up  Area,Devanahalli,GrrvaGr,1408,2.0,2.0,85.0,2,6036.931818181818
1242,Built-up  Area,Uttarahalli,other_society,1150,2.0,1.0,49.0,2,4260.869565217391
1243,Super built-up  Area,Akshaya Nagar,GrrvaGr,1410,2.0,2.0,75.0,3,5319.148936170212
1244,Built-up  Area,Kaggadasapura,other_society,2150,4.0,1.0,100.0,4,4651.162790697675
1245,Super built-up  Area,Koramangala,GrrvaGr,2292,4.0,1.0,275.0,3,11998.25479930192
1246,Built-up  Area,Malleshwaram,other_society,2006,3.0,2.0,297.0,3,14805.583250249252
1247,Built-up  Area,others,other_society,1508,3.0,2.0,70.25,3,4658.488063660478
1248,Built-up  Area,Ramamurthy Nagar,other_society,1040,2.0,2.0,50.0,2,4807.692307692308
1249,Plot  Area,TC Palaya,other_society,1240,2.0,1.0,60.0,2,4838.709677419355
1250,Super built-up  Area,Kudlu Gate,other_society,1535,3.0,1.0,78.0,3,5081.4332247557
1251,Built-up  Area,Lakshminarayana Pura,RothaVa,1180,2.0,2.0,75.0,2,6355.932203389831
1252,Built-up  Area,Abbigere,GrrvaGr,2200,6.0,2.0,68.0,6,3090.909090909091
1253,Super built-up  Area,Bannerghatta Road,SNity S,1400,2.0,2.0,78.0,2,5571.428571428572
1254,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,500,1.0,1.0,25.0,1,5000.0
1255,Plot  Area,Whitefield,other_society,4800,4.0,3.0,525.0,4,10937.5
1256,Super built-up  Area,Sarjapur  Road,other_society,1984,4.0,1.0,146.0,3,7358.870967741936
1257,Plot  Area,Whitefield,other_society,3000,5.0,3.0,250.0,4,8333.333333333334
1258,Super built-up  Area,Garudachar Palya,other_society,1960,3.0,3.0,160.0,3,8163.265306122449
1259,Super built-up  Area,Sarjapur  Road,Shthi S,1035,2.0,1.0,45.0,2,4347.826086956522
1260,Built-up  Area,others,GrrvaGr,2150,4.0,1.0,80.0,4,3720.9302325581393
1261,Built-up  Area,Whitefield,other_society,1700,3.0,2.0,115.0,3,6764.705882352941
1262,Super built-up  Area,Hosakerehalli,Taonte,3024,5.0,1.0,248.0,4,8201.0582010582
1263,Super built-up  Area,Tumkur Road,other_society,1586,3.0,1.0,100.0,3,6305.170239596469
1264,Built-up  Area,Hennur,other_society,2264,2.0,2.0,155.0,3,6846.2897526501765
1265,Plot  Area,Chikka Tirupathi,Theanmp,2325,4.0,1.0,120.0,4,5161.290322580645
1266,Super built-up  Area,Yelahanka,Rarthne,1120,2.0,2.0,55.0,2,4910.714285714285
1267,Super built-up  Area,Yelahanka,other_society,1440,2.0,2.0,67.98,3,4720.833333333333
1268,Super built-up  Area,Sarjapur  Road,other_society,1128,2.0,2.0,59.0,2,5230.49645390071
1269,Plot  Area,5th Block Hbr Layout,GrrvaGr,1200,6.0,2.0,250.0,6,20833.333333333332
1270,Super built-up  Area,Jigani,DLhtsan,924,2.0,2.0,65.0,2,7034.632034632034
1271,Super built-up  Area,others,other_society,1600,3.0,2.0,52.0,3,3250.0
1272,Super built-up  Area,Pai Layout,GrrvaGr,1006,2.0,2.0,35.0,2,3479.1252485089462
1273,Super built-up  Area,Amruthahalli,other_society,1200,2.0,2.0,55.0,2,4583.333333333333
1274,Super built-up  Area,others,GrrvaGr,1250,2.0,1.0,62.0,2,4960.0
1275,Plot  Area,others,GrrvaGr,1200,3.0,1.0,130.0,3,10833.333333333334
1276,Built-up  Area,Kannamangala,other_society,957,2.0,1.0,56.0,2,5851.619644723093
1277,Super built-up  Area,Whitefield,SSthamh,1140,2.0,2.0,41.0,2,3596.4912280701756
1278,Super built-up  Area,others,other_society,1050,2.0,1.0,67.0,2,6380.952380952381
1279,Super built-up  Area,Kasturi Nagar,GrrvaGr,1565,3.0,2.0,88.5,3,5654.952076677317
1280,Super built-up  Area,Whitefield,other_society,1190,2.0,3.0,57.0,2,4789.915966386555
1281,Built-up  Area,Whitefield,GrrvaGr,2842,3.0,2.0,162.0,3,5700.2111189303305
1282,Built-up  Area,Kanakpura Road,other_society,1558,2.0,2.0,65.0,3,4172.01540436457
1283,Super built-up  Area,Electronics City Phase 1,GrrvaGr,630,1.0,1.0,39.0,1,6190.476190476191
1284,Super built-up  Area,Whitefield,other_society,1403,2.0,2.0,60.81,3,4334.283677833215
1285,Super built-up  Area,Kanakpura Road,other_society,1542,2.0,3.0,85.0,3,5512.321660181582
1286,Built-up  Area,Haralur Road,other_society,2750,4.0,0.0,220.0,4,8000.0
1287,Super built-up  Area,Iblur Village,Emine P,3596,5.0,1.0,290.0,4,8064.5161290322585
1288,Super built-up  Area,Kengeri Satellite Town,GrrvaGr,1635,2.0,2.0,78.0,3,4770.642201834862
1289,Super built-up  Area,Mysore Road,GrrvaGr,1239,2.0,1.0,53.0,2,4277.643260694108
1290,Super built-up  Area,Haralur Road,GrrvaGr,1194,2.0,2.0,47.0,2,3936.348408710218
1291,Super built-up  Area,others,other_society,1596,3.0,1.0,105.0,3,6578.9473684210525
1292,Super built-up  Area,Channasandra,Unm 2El,1009,2.0,1.0,38.34,2,3799.8017839445
1293,Super built-up  Area,Hosa Road,Mahesr,1726,3.0,2.0,81.99,3,4750.289687137891
1294,Super built-up  Area,Kudlu Gate,other_society,1535,3.0,2.0,86.0,3,5602.605863192182
1295,Super built-up  Area,Banashankari Stage V,GrrvaGr,1300,2.0,1.0,58.5,3,4500.0
1296,Plot  Area,Whitefield,other_society,3100,4.0,2.0,465.0,4,15000.0
1297,Super built-up  Area,others,GrrvaGr,1800,3.0,3.0,80.0,3,4444.444444444444
1298,Super built-up  Area,Binny Pete,Shestlo,665,1.0,0.0,50.75,1,7631.578947368421
1299,Plot  Area,Chamrajpet,GrrvaGr,4050,7.0,1.0,1200.0,9,29629.62962962963
1300,Plot  Area,TC Palaya,GrrvaGr,1500,2.0,1.0,100.0,3,6666.666666666667
1301,Built-up  Area,others,other_society,925,2.0,2.0,48.0,2,5189.189189189189
1302,Super built-up  Area,Old Airport Road,Jaades,3356,4.0,2.0,251.0,4,7479.141835518474
1303,Super built-up  Area,others,other_society,1395,2.0,1.0,63.59,2,4558.4229390681
1304,Super built-up  Area,Sonnenahalli,other_society,1415,2.0,1.0,55.0,3,3886.9257950530036
1305,Super built-up  Area,Begur,other_society,1419,2.0,2.0,59.0,3,4157.85764622974
1306,Super built-up  Area,Kasavanhalli,other_society,1121,2.0,2.0,78.0,2,6958.07314897413
1307,Super built-up  Area,Kambipura,GrrvaGr,1082,2.0,1.0,45.0,3,4158.964879852126
1308,Super built-up  Area,KR Puram,other_society,1100,2.0,1.0,47.0,2,4272.727272727273
1309,Super built-up  Area,Hoodi,other_society,1606,3.0,3.0,89.55,3,5575.965130759651
1310,Built-up  Area,Billekahalli,GrrvaGr,1650,3.0,2.0,88.0,3,5333.333333333333
1311,Super built-up  Area,others,other_society,4634,4.0,3.0,1015.0,3,21903.32326283988
1312,Super built-up  Area,Old Airport Road,other_society,1206,2.0,3.0,75.0,2,6218.905472636816
1313,Built-up  Area,Sarjapur  Road,other_society,1495,2.0,0.0,64.0,3,4280.936454849499
1314,Plot  Area,Malleshwaram,GrrvaGr,840,7.0,2.0,195.0,8,23214.285714285714
1315,Super built-up  Area,Electronic City,Itelaa,710,2.0,2.0,16.0,2,2253.521126760563
1316,Super built-up  Area,Balagere,GrrvaGr,1210,2.0,1.0,72.0,2,5950.413223140496
1317,Super built-up  Area,Nagarbhavi,other_society,1523,2.0,2.0,53.4,3,3506.2376887721603
1318,Super built-up  Area,Whitefield,other_society,1232,2.0,2.0,45.0,2,3652.5974025974024
1319,Super built-up  Area,Rachenahalli,AsNowre,680,1.0,1.0,44.0,1,6470.588235294118
1320,Super built-up  Area,Hebbal,Magiaya,1355,3.0,1.0,83.87,3,6189.667896678967
1321,Super built-up  Area,Thanisandra,MenueNo,1430,2.0,2.0,51.46,3,3598.6013986013986
1322,Super built-up  Area,Kothannur,GrrvaGr,1275,2.0,2.0,43.85,3,3439.2156862745096
1323,Super built-up  Area,Electronic City,GMown E,1070,2.0,1.0,56.1,2,5242.990654205608
1324,Plot  Area,others,GrrvaGr,1200,3.0,1.0,85.0,3,7083.333333333333
